"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"PipaSet and TEAS: A Multimodal Dataset and Annotation Platform for Automatic Music Transcription and Expressive Analysis Dedicated to Chinese Traditional Plucked String Instrument Pipa","Y. Wang; Y. Jing; W. Wei; D. Cazau; O. Adam; Q. Wang","School of Information Science and Engineering, Southeast University, Nanjing, China; Nanjing University of the Art, Nanjing, China; Conservatory of Music, XiaoZhuang University, Nanjing, China; Laboratory-STICC, UMR 6285, Brest, CNRS, Institute of Mines-Télécom Atlantique, Palaiseau, France; UMR7190, CNRS, Institute of Jean Le Rond d’Alembert, Sorbonne Univerisity, Paris, France; School of Information Science and Engineering, Southeast University, Nanjing, China",IEEE Access,"8 Nov 2022","2022","10","","113850","113864","Music information retrieval (MIR) is developing these years rapidly. As the fundamental MIR tasks, automatic music transcription (AMT) and expressive analysis (EA) are gaining momentum in both Western and non-European music. However, the annotated datasets for non-Eurogenic instruments remain scarce in terms of quantity and feature diversity, so that general evaluations and data-driven models on various tasks cannot be well explored. As one of the most popular traditional plucked string instruments in Asia, which is barely studied in the MIR community, pipa has lots of distinctive national and local characteristics, including the fake nails, intrinsic pitch deviation, rubato, as well as sophisticated playing techniques, that greatly enhance the music expressiveness. Our work aims to systematically clarify a complete creation procedure of a pipa solo dataset with audio, musical notation and multiview video modalities. The use of 4-track string vibration signals captured by optical sensors paves a path to the high quality annotations. Furthermore, a transcription and expressiveness annotation system (TEAS) was transparently implemented to ensure the scalability of dataset. Three expressive analysis approaches in this system were newly proposed and evaluated in the paper. Finally, a series of the existing and emerging MIR tasks enabled by this dataset were enumerated and two AMT models were simply investigated for future exploration.","2169-3536","","10.1109/ACCESS.2022.3216282","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926100","Multimodal dataset creation;automatic music transcription;playing technique analysis;optical sensoring;annotation system","Music information retrieval;Harmonic analysis;Annotations;Acoustics;Data models;Optical sensors;Multisensor systems;Sensors","","3","","119","CCBYNCND","21 Oct 2022","","","IEEE","IEEE Journals"
"Audio Embedding-Aware Dialogue Policy Learning","A. L. Zorrilla; M. I. Torres; H. Cuayáhuitl","University of the Basque Country UPV/EHU, Leioa, Spain; University of the Basque Country UPV/EHU, Leioa, Spain; University of Lincoln, Lincoln, U.K.","IEEE/ACM Transactions on Audio, Speech, and Language Processing","16 Dec 2022","2023","31","","525","538","Following the success of Natural Language Processing (NLP) transformers pretrained via self-supervised learning, similar models have been proposed recently for speech processing such as Wav2Vec2, HuBERT and UniSpeech-SAT. An interesting yet unexplored area of application of these models is Spoken Dialogue Systems, where the users' audio signals are typically just mapped to word-level features derived from an Automatic Speech Recogniser (ASR), and then processed using NLP techniques to generate system responses. This paper reports a comprehensive comparison of dialogue policies trained using ASR-based transcriptions and extended with the aforementioned audio processing transformers in the DSTC2 task. Whilst our dialogue policies are trained with supervised and policy-based deep reinforcement learning, they are assessed using both automatic task completion metrics and a human evaluation. Our results reveal that using audio embeddings is more beneficial than detrimental in most of our trained dialogue policies, and that the benefits are stronger for supervised learning than reinforcement learning.","2329-9304","","10.1109/TASLP.2022.3225658","Eusko Jaurlaritza; Ministerio Ciencia e Innovación; Next generation EU(grant numbers:PRE_2017_1_0357,PLEC2021-008171); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9966819","Audio embeddings;deep reinforcement learning;spoken dialogue systems;transformer neural networks","Transformers;Speech processing;Task analysis;History;Reinforcement learning;Supervised learning;Noise measurement","","","","66","IEEE","30 Nov 2022","","","IEEE","IEEE Journals"
"ALIF: Low-Cost Adversarial Audio Attacks on Black-Box Speech Platforms using Linguistic Features","P. Cheng; Y. Wang; P. Huang; Z. Ba; X. Lin; F. Lin; L. Lu; K. Ren","Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; University of Guelph, Guelph, Canada; Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China",2024 IEEE Symposium on Security and Privacy (SP),"5 Sep 2024","2024","","","1628","1645","Extensive research has revealed that adversarial examples (AE) pose a significant threat to voice-controllable smart devices. Recent studies have proposed black-box adversarial attacks that require only the final transcription from an automatic speech recognition (ASR) system. However, these attacks typically involve many queries to the ASR, resulting in substantial costs. Moreover, AE-based adversarial audio samples are susceptible to ASR updates. In this paper, we identify the root cause of these limitations, namely the inability to construct AE attack samples directly around the decision boundary of deep learning (DL) models. Building on this observation, we propose ALIF, the first black-box adversarial linguistic feature-based attack pipeline. We leverage the reciprocal process of text-to-speech (TTS) and ASR models to generate perturbations in the linguistic embedding space where the decision boundary resides. Based on the ALIF pipeline, we present the ALIF-OTL and ALIF-OTA schemes for launching attacks in both the digital domain and the physical playback environment on four commercial ASRs and voice assistants. Extensive evaluations demonstrate that ALIF-OTL and -OTA significantly improve query efficiency by 97.7% and 73.3%, respectively, while achieving competitive performance compared to existing methods. Notably, ALIF-OTL can generate an attack sample with only one query. Furthermore, our test-of-time experiment validates the robustness of our approach against ASR updates.","2375-1207","979-8-3503-3130-1","10.1109/SP54263.2024.00056","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646791","","Training;Perturbation methods;Pipelines;Closed box;Symbols;Linguistics;Robustness","","1","","47","IEEE","5 Sep 2024","","","IEEE","IEEE Conferences"
"An Automatic Teacher Activity Recognition System based on Speech Transcriptions","P. Uribe; D. Schlotterbeck; A. Jiménez; R. Araya; D. Caballero; J. V. d. M. Moris","Institute of Education University of Chile, Santiago, Chile; Institute of Education University of Chile, Santiago, Chile; Institute of Education University of Chile, Santiago, Chile; Institute of Education University of Chile, Santiago, Chile; Institute of Education University of Chile, Santiago, Chile; MRC Biostatistics Unit, University of Cambridge, Great Britain",2021 XVI Latin American Conference on Learning Technologies (LACLO),"8 Mar 2022","2021","","","216","223","The importance of classroom observation as a tool to improve the quality of education has motivated the use of Machine Learning methods for automatic detection of classroom activities. However, most of these efforts require expensive sensors to register video and/or audio signals from lessons or do not follow a validated observation protocol. In contrast, in this work we present a cost-effective, easy to use, non-intrusive scalable method designed for the needs and practical conditions of teachers. We recorded teacher’s talk relying only on a smartphone with a budget lavalier microphone and followed a validated observation protocol: the Classroom Observation Protocol for Undergraduate STEM (COPUS). Using teachers’ talk transcriptions of 41 fourth grade lessons, we trained Machine Learning models to recognize three collapsed categories from COPUS’ teacher dimension throughout a lesson (Presenting, Guiding, and Administration). In particular, we propose a deep network model which outperformed a powerful model like BERT for this task. With this method we contribute with a useful tool to provide fast and effective feedback for teachers, as well as the possibility for researchers to quickly analyze in a thoughtful way a large amount of lessons.","","978-1-6654-2358-8","10.1109/LACLO54177.2021.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725142","Teaching Practices Detection;Transfer Learning;BERT","Protocols;Education;Bit error rate;Machine learning;Speech recognition;Activity recognition;Sensors","","","","47","IEEE","8 Mar 2022","","","IEEE","IEEE Conferences"
"Audio Summarization for Podcasts","A. Vartakavi; A. Garg; Z. Rafii","Gracenote, Emeryville, CA, USA; Gracenote, Emeryville, CA, USA; Gracenote, Emeryville, CA, USA",2021 29th European Signal Processing Conference (EUSIPCO),"8 Dec 2021","2021","","","431","435","We propose a novel system to automatically generate audio summaries for podcasts, allowing listeners to quickly preview podcast episodes. The proposed system first transcribes the audio from a podcast using automatic speech recognition (ASR), then summarizes the transcript using extractive text summarization, and finally returns the audio associated with the text summary. Motivated by a lack of relevant datasets for this task, we created our own by transcribing the audio from various podcasts and generating summaries for these transcripts using a manual annotation tool. Using these text summaries, we fine-tuned a recent Transformer-based summarization model to specifically handle podcast summaries. Our system achieves ROUGE-(1/2/L) F-scores of 0.63/0.53/0.63, respectively, showing good performance for podcast summarization. We present some examples of podcast audio summaries here: https://github.com/aneeshvartakavi/podsumm.","2076-1465","978-9-0827-9706-0","10.23919/EUSIPCO54536.2021.9615948","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9615948","Podcasts;audio summarization;automatic speech recognition;automatic summarization","Annotations;Manuals;Production;Tools;Signal processing;Transformers;Robustness","","10","","19","","8 Dec 2021","","","IEEE","IEEE Conferences"
"WhisperSum: Unified Audio-to-Text Summarization","S. Ganguly; S. Mandal; N. Das; B. Sadhukhan; S. Sarkar; S. Paul","Dept of CSE, TINT, Kolkata, India; Dept of CSE, TINT, Kolkata, India; Dept of CSE, TINT, Kolkata, India; Dept of CSE, TINT, Kolkata, India; Dept of CSE, TINT, Kolkata, India; Dept of CSE, TINT, Kolkata, India",2024 International Conference on Intelligent Algorithms for Computational Intelligence Systems (IACIS),"24 Oct 2024","2024","","","1","7","In an era overwhelmed by information, efficiently extracting relevant data from audio sources is crucial. This study introduces WhisperSum, a solution combining OpenAI's Whisper for accurate voice transcription with spaCy's advanced natural language processing (NLP) for extractive text summarization. WhisperSum transcribes audio files into text, analyzes the content, and produces concise summaries to help users quickly understand key information. The web application, built using Flask, offers a user-friendly interface for easy audio uploads, real-time transcription, and summary retrieval. The system integrates Whisper's transcription capabilities with the NLP tools of spaCy, ensuring accuracy and efficiency. WhisperSum achieved high performance, with precision, recall, and F1-scores of 91.98%, 92.12%, and 92.04%, respectively, highlighting its effectiveness in accurately transcribing and summarizing audio content while minimizing errors and maintaining comprehensive coverage. The application is valuable for content management, education, and journalism, providing a streamlined solution to information overload. WhisperSum enhances decision-making by ensuring the accessible availability of crucial information, demonstrating the significant potential of integrating advanced NLP and transcription technologies.","","979-8-3503-6066-0","10.1109/IACIS61494.2024.10721926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10721926","extractive summarization;NLP;spacy;whisper;text;flask;audio-to-text","Accuracy;Education;Decision making;Text summarization;Speech recognition;Journalism;Feature extraction;Natural language processing;Real-time systems;Data mining","","","","22","IEEE","24 Oct 2024","","","IEEE","IEEE Conferences"
"AI Chrome Extension for Automated Meeting Summary","I. Perumal; K. P; V. R; J. S; N. K; N. T","Department of Information Technology, Sona College of Technology, Salem, India; Department of CSE, Kongu Engineering College, Perundurai, India; Department of Information Technology, Sona College of Technology, Salem, India; Department of Information Technology, Sona College of Technology, Salem, India; Department of Information Technology, Sona College of Technology, Salem, India; Department of Information Technology, Sona College of Technology, Salem, India",2025 International Conference on Electronics and Renewable Systems (ICEARS),"2 Apr 2025","2025","","","1080","1085","The increasing volume of textual information in the digital era poses considerable hurdles for efficient data retrieval and summarization. Conventional note-taking techniques can be laborious and ineffective, frequently leading to the omission of essential information during meetings. Automatic Text Summarization (ATS) provides a mechanism for producing succinct summaries that encapsulate essential ideas and conclusions from dialogues. This project presents an AI-driven Chrome addon intended to automate the summarizing of conference discussions. The addon includes an intuitive interface developed using HTML and CSS, which records audio and video inputs and transcribes them into text with Rev.ai for precise transcription. The backend is constructed with Python and Flask, offering a resilient foundation for data processing. The system utilizes the T5 model for summarization, providing coherent and contextually pertinent summaries that enable users to concentrate on vital content rather than navigating extensive transcripts. Essential attributes comprise real-time transcribing, guaranteeing the retention of significant facts, and automated summarizing, which condenses crucial elements into succinct outputs. The solution enhances user experience, fosters cooperation, and improves decision-making, while minimizing time allocated to manual notetaking. The initiative utilizes innovative technology to overcome the shortcomings of traditional methods, providing professionals with an enhanced and efficient meeting experience.","","979-8-3315-0967-5","10.1109/ICEARS64219.2025.10940198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10940198","Automatic Text Summarization;AI-powered Chrome extension;meeting transcription;real-time summarization;Rev.ai;T5 model;Python/Flask backend;productivity;user experience;information management","Productivity;Visualization;Renewable energy sources;Navigation;Decision making;Text summarization;Manuals;Real-time systems;User experience;Context modeling","","","","20","IEEE","2 Apr 2025","","","IEEE","IEEE Conferences"
"An Extensive Survey on Audio-to-Text and Text Summarization for Video Content","N. B. Raut; A. S. Pranesh; B. Nagulan; S. Pranesh; R. Vasantharajan","Dept. of Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, India; Dept. of Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, India; Dept. of Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, India; Dept. of Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, India; Grids and Guides, Chennai, India",2023 3rd International Conference on Innovative Mechanisms for Industry Applications (ICIMIA),"18 Apr 2024","2023","","","1251","1257","This literature review examines evolving trends in audio-to-text and text summarization techniques applied to YouTube video content. With the rapid expansion of online video platforms, the demand for efficient transcription and summarization of multimedia data has grown significantly. This study offers a comprehensive analysis of current methodologies, algorithms, and tools for converting audio content to text, highlighting the intricacies of speech recognition technologies and their applicability in various contexts. Additionally, the survey explores text summarization techniques specifically designed for YouTube videos, including both extractive and abstractive methods. It assesses their effectiveness in condensing lengthy video transcripts into concise and coherent textual representations. Special emphasis is given to NLP (Natural Language Processing) algorithms and ML (Machine Learning) models that aid in extracting essential information while maintaining contextual relevance.","","979-8-3503-4363-2","10.1109/ICIMIA60377.2023.10426376","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10426376","Supervised Learning;Unsupervised Learning;Reinforcement Learning;Training Data;Testing Data;Overfitting","Surveys;Video on demand;Training data;Natural language processing;Real-time systems;Acoustics;Web sites","","","","16","IEEE","18 Apr 2024","","","IEEE","IEEE Conferences"
"Multimodal Punctuation Prediction with Contextual Dropout","A. Silva; B. -J. Theobald; N. Apostoloff",Georgia Institute of Technology; Apple; Apple,"ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 May 2021","2021","","","3980","3984","Automatic speech recognition (ASR) is widely used in consumer electronics. ASR greatly improves the utility and accessibility of technology, but usually the output is only word sequences without punctuation. This can result in ambiguity in inferring user-intent. We first present a transformer-based approach for punctuation prediction that achieves 8% improvement on the IWSLT 2012 TED Task, beating the previous state of the art [1]. We next describe our multimodal model that learns from both text and audio, which achieves 8% improvement over the text-only algorithm on an internal dataset for which we have both the audio and transcriptions. Finally, we present an approach to learning a model using contextual dropout that allows us to handle variable amounts of future context at test time.","2379-190X","978-1-7281-7605-5","10.1109/ICASSP39728.2021.9414979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9414979","Punctuation;speech;language;text;multimodal","Training;Conferences;Prediction algorithms;Robustness;Task analysis;Speech processing;Spectrogram","","4","","24","IEEE","13 May 2021","","","IEEE","IEEE Conferences"
"A Genetic-based Fusion Approach of Persian and Universal Phonetic Results for Spoken Language Identification","A. Moradi; Y. Shekofteh; S. Zarei","Faculty of Computer Science and Engineering, Shahid Beheshti University, Tehran, Iran; Faculty of Computer Science and Engineering, Shahid Beheshti University, Tehran, Iran; Faculty of Computer Science and Engineering, Shahid Beheshti University, Tehran, Iran",2021 11th International Conference on Computer Engineering and Knowledge (ICCKE),"28 Feb 2022","2021","","","175","181","Automatic Spoken language identification (LID) refers to the automatic process of identifying languages spoken in the audio files. Pure acoustic approaches have shown great potential in LID. Since acoustic approaches have become more and more popular, phonetic information has been largely overlooked. In this paper, we present a genetic-based fusion approach based on the score probabilities of two phonetic LID systems. There are two SVM classifiers trained on perplexities as their feature vectors which are obtained from phone language models of different phone recognizers. Two phone recognizers are here utilized; one decodes the speech file to a sequence of IPA alphabet, as a universal phone recognizer, and the other is a Farsi phone recognizer which is trained on FARSDAT databases. With the help of the genetic-based fusion approach, we will extract 54 weights. We have 27 languages in our database and 2 individual phonetic LID systems; therefore, we will achieve 54 weights for our fusion. The first 27 weights correspond to our system using a universal phone recognizer and the second 27 weights are related to our system with the Farsi phone recognizer. In the end, we use these weights to combine the results of each of our individual phonetic LID systems. The experimental results conducted on 27 languages within the NIST-LRE09 corpus demonstrated that the proposed fusion approach could greatly increase the classification accuracy of target languages. It should also be noted that we separate the files of each speaker and place them only in one set (train set, development set, or test set) to prevent speaker-related biases.","2643-279X","978-1-6654-0208-8","10.1109/ICCKE54056.2021.9721511","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9721511","Spoken language identification;Phonetic-based approach;perplexity;Classifier fusion;Genetic Algorithm","Support vector machines;Knowledge engineering;Databases;Speech recognition;Phonetics;Acoustics","","","","17","IEEE","28 Feb 2022","","","IEEE","IEEE Conferences"
"Automatic Assessment of Language Developmental Disorders in Non-English Contexts","M. Nishio; A. Koyanagi; A. Takamori; K. Hasuike; Y. Shimoura; H. Yakura; S. Shi","National Center for Child Health and Development, Tokyo, Japan; Fvital inc., Tokyo, Japan; Fvital inc., Tokyo, Japan; Fvital inc., Tokyo, Japan; Fvital inc., Tokyo, Japan; Fvital inc., Tokyo, Japan; Fvital inc., Tokyo, Japan","2024 IEEE International Conference on E-health Networking, Application & Services (HealthCom)","18 Feb 2025","2024","","","1","6","Assessing the language development of children is crucial for early detection and intervention in language developmental disorders. However, it poses challenges due to the difficulty in gathering sufficient data to accurately evaluate children's language skills within limited medical consultation hours and in unfamiliar environments for children. While machine learning (ML) offers potential for efficient data collection in natural environments for children, ML models designed for specific clinical purposes are often trained on English and perform poorly in non-English contexts. In this study, we used widely available ML tools such as OpenAI's GPT and Azure's Speech-to-Text, which are trained with large datasets including diverse languages, to develop an automated pipeline for speaker identification, speech transcription, and speech content analysis tailored for assessing Japanese language development. We have demonstrated the effectiveness of our pipeline in everyday settings for children, including special educational centers and public nursery schools. Furthermore, we found that the vocabulary size of children as-sessed by our pipeline significantly correlates with developmental scales evaluated by teachers, indicating the potential value of our pipeline as a reliable assessment tool for children's language development in non-English contexts.","","979-8-3503-5054-8","10.1109/HealthCom60970.2024.10880728","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10880728","Natural language processing;language development;pediatrics","Pediatrics;Vocabulary;Pipelines;Natural languages;Machine learning;Data collection;Data models;Reliability;Speech to text;Context modeling","","","","19","IEEE","18 Feb 2025","","","IEEE","IEEE Conferences"
"Automatic Audio-based Screening System for Alzheimer’s Disease Detection","S. -Y. Lin; H. -L. Chang; J. -J. Hwang; T. Wai; Y. -L. Chang; L. -C. Fu","G.I. of Networking and Muiltimedia, National Taiwan University, Taipei, Taiwan; G.I. of Networking and Muiltimedia, National Taiwan University, Taipei, Taiwan; Department of CSIE, National Taiwan University, Taipei, Taiwan; Department of CSIE, National Taiwan University, Taipei, Taiwan; Department of Psychology, National Taiwan University, Taipei, Taiwan; Department of CSIE, National Taiwan University, Taipei, Taiwan","2022 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","18 Nov 2022","2022","","","2770","2775","Alzheimer’s disease (AD) and other types of dementia have become a public health priority worldwide. To lessen the burden of AD diagnosis, an automatic screening system that can be deployed in large-scale and cost-efficient screening methods will be needed. This paper presents a speech assessment system for cognitive impairment detection, detecting whether elders have AD or suffer from mild cognitive impairment (MCI) based on their audio recordings taken from neuropsychological tests. The audio waveform first is transformed to Mel-spectrogram and done the downsampling. With the combination of Transformer and convolutional neural network (CNN) architecture, we can do the feature extraction and get a better representation for the classifier. We conducted experiments on 120 subjects with a balanced distribution of ordinary aging, MCI, and AD patients to validate our study. Our experiments achieve an accuracy of 91% and 79% for classifying groups of AD and MCI from ordinary aging people, respectively.","2577-1655","978-1-6654-5258-8","10.1109/SMC53654.2022.9945127","Ministry of Science and Technology; National Taiwan University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9945127","Alzheimer’s disease;mild cognitive impairment;speech assessment system;Transformer;convolutional neural network","Deep learning;Text recognition;Training data;Aging;Feature extraction;Transformers;Data models","","2","","36","IEEE","18 Nov 2022","","","IEEE","IEEE Conferences"
"LibriWASN: A Data Set for Meeting Separation, Diarization, and Recognition with Asynchronous Recording Devices","J. Schmalenstroeer; T. Gburrek; R. Haeb-Umbach",NA; NA; NA,Speech Communication; 15th ITG Conference,"18 Dec 2023","2023","","","86","90","We present LibriWASN, a data set whose design follows closely the LibriCSS meeting recognition data set, with the marked difference that the data is recorded with devices that are randomly positioned on a meeting table and whose sampling clocks are not synchronized. Nine different devices, five smartphones with a single recording channel and four microphone arrays, are used to record a total of 29 channels. Other than that, the data set follows closely the LibriCSS design: the same LibriSpeech sentences are played back from eight loudspeakers arranged around a meeting table and the data is organized in subsets with different percentages of speech overlap. LibriWASN is meant as a test set for clock synchronization algorithms, meeting separation, diarization and transcription systems on ad-hoc wireless acoustic sensor networks. Due to its similarity to LibriCSS, meeting transcription systems developed for the former can readily be tested on LibriWASN. The data set is recorded in two different rooms and is complemented with ground-truth diarization information of who speaks when.","","978-3-8007-6164-7","10.30420/456164016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10363004","","","","1","","","","18 Dec 2023","","","VDE","VDE Conferences"
"Multi-Instrument Polyphonic Melody Transcription Based on Deep Learning","R. Zheng; X. Liu; M. D. Butala","ZJU-UIUC Institute, Zhejiang University, Haining, China; ZJU-UIUC Institute, Zhejiang University, Haining, China; ZJU-UIUC Institute, Zhejiang University, Haining, China",2023 3rd International Conference on Consumer Electronics and Computer Engineering (ICCECE),"2 Jun 2023","2023","","","762","767","Automatic music transcription (AMT) is an important task in the field of music information retrieval (MIR). Polyphonic melody transcription remains a challenging problem. Existing neural network models for music transcription are generally tailored to a single instrument, such as a piano or a guitar. In this work, we develop a methodology for polyphonic melody transcription. It is a neural network with high resolution output and high performance which can not only to transcribe polyphonic melodies, but also label the corresponding instrument. We investigate its performance on several datasets as well robustness in a simulated noise experiment.","","979-8-3503-3157-8","10.1109/ICCECE58074.2023.10135397","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10135397","Deep learning;neural network;pitch detection;melody recognition;instrument classification","Sensitivity;Instruments;Neural networks;Music;Speech recognition;Predictive models;Robustness","","","","25","IEEE","2 Jun 2023","","","IEEE","IEEE Conferences"
"Converting Vocal Performances into Sheet Music Leveraging Large Language Models","J. Jiang; N. Teo; H. Pen; S. -B. Ho; Z. Wang","Research and Development, Mastercard, Singapore, Singapore; School of Computing and Information Systems, Singapore Management University, Singapore, Singapore; School of Electrical and Information Engineering, Tianjin University, China, China; AI Institute Global, Singapore; School of Computing and Information Systems, Singapore Management University, Singapore, Singapore",2024 IEEE International Conference on Data Mining Workshops (ICDMW),"18 Mar 2025","2024","","","445","452","Advanced natural language processing (NLP) models are increasingly applied in music composition and performance, particularly in generating vocal melodies and simulating singing voices. While NLP techniques have been successfully used to analyze vocal performance data, providing insights into performance quality and style, the automatic transcription of vocal performances into sheet music remains a complex challenge. Existing tools for manual transcription are often insufficient due to the intricate dynamics of vocal expression. This study addresses the challenge of automating the conversion of vocal performances into sheet music using a combination of novel techniques, including large language models (LLMs). We present a method that successfully translates vocal audio input into display-ready sheet music. Our findings highlight the strengths and limitations of various approaches, particularly in the transcription of a cappella performances into notes and lyrics. This research contributes to the expanding field of NLP-driven music analysis and showcases the potential of these models to revolutionize vocal transcription in the future.","2375-9259","979-8-3315-3063-1","10.1109/ICDMW65004.2024.00063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10917973","Natural Language Processing;Vocal Performance;Automatic Music Transcription (AMT);Large Language Models;Machine Learning;A Cappella;Lyric Transcription;Sheet Music","Hands;Technological innovation;Translation;Accuracy;Large language models;Music;Manuals;Machine learning;Natural language processing;Data mining","","","","54","IEEE","18 Mar 2025","","","IEEE","IEEE Conferences"
"Unified Multimodal Punctuation Restoration Framework for Mixed-Modality Corpus","Y. Zhu; L. Wu; S. Cheng; M. Wang",ByteDance AI Lab; ByteDance AI Lab; ByteDance AI Lab; ByteDance AI Lab,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","27 Apr 2022","2022","","","7272","7276","The punctuation restoration task aims to correctly punctuate the output transcriptions of automatic speech recognition systems. Previous punctuation models, either using text only or demanding the corresponding audio, tend to be constrained by real scenes, where unpunctuated sentences are a mixture of those with and without audio. This paper proposes a unified multimodal punctuation restoration framework, named UniPunc, to punctuate the mixed sentences with a single model. UniPunc jointly represents audio and non-audio samples in a shared latent space, based on which the model learns a hybrid representation and punctuates both kinds of samples. We validate the effectiveness of the UniPunc on real-world datasets, which outperforms various strong baselines (e.g. BERT, MuSe) by at least 0.8 overall F1 scores, making a new state-of-the-art. Extensive experiments show that UniPunc’s design is a pervasive solution: by grafting onto previous models, UniPunc enables them to punctuate on the mixed corpus. Our code is available at github.com/Yaoming95/UniPunc","2379-190X","978-1-6654-0540-9","10.1109/ICASSP43922.2022.9747131","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9747131","Speech;Punctuation Restoration;Multimodal","Codes;Conferences;Bit error rate;Signal processing;Acoustics;Task analysis;Speech processing","","6","","23","IEEE","27 Apr 2022","","","IEEE","IEEE Conferences"
"Improving Noise Robustness for Spoken Content Retrieval Using Semi-Supervised ASR and N-Best Transcripts for BERT-Based Ranking Models","Y. Moriya; G. J. F. Jones","ADAPT Centre, School of Computing, Dublin City University, Dublin 9, Ireland; ADAPT Centre, School of Computing, Dublin City University, Dublin 9, Ireland",2022 IEEE Spoken Language Technology Workshop (SLT),"27 Jan 2023","2023","","","398","405","BERT-based re-ranking and dense retrieval (DR) systems have been shown to improve search effectiveness for spoken content retrieval (SCR). However, both methods can still show a reduction in effectiveness when using ASR transcripts in comparison to accurate manual transcripts. We find that a known-item search task on the How2 dataset of spoken instruction videos shows a reduction in mean reciprocal rank (MRR) scores of 10-14%. As a potential method to reduce this disparity, we investigate the use of semi-supervised ASR transcripts and N-best ASR transcripts to mitigate ASR errors for spoken search using BERT-based ranking. Semi-supervised ASR transcripts brought 2-5.5% MRR improvements over standard ASR transcripts and our N-best early fusion methods for BERT DR systems improved MRR by 3-4%. Combining semi-supervised transcripts with N-best early fusion for BERT DR reduced the MRR gap in search effectiveness between manual and ASR transcripts by more than 50% from 14.32% to 6.58%.","","979-8-3503-9690-4","10.1109/SLT54892.2023.10023197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10023197","spoken content retrieval;BERT re-ranking;BERT dense retrieval;N-best BERT-based retrieval","Conferences;Bit error rate;Manuals;Noise robustness;Task analysis;Standards;Videos","","1","","28","IEEE","27 Jan 2023","","","IEEE","IEEE Conferences"
